Company Name,NIF,Status,Service,Niche,Type
"DT - CLEANING PRESTAÇÃO DE SERVIÇOS, LDA",5417269425,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
DUPLO AMC LDA,5417353159,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Debor, Limitada",5112163640,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"E.A. Business Goals, Lda",5417115967,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"EBS & LARKALIS - Comércio e Serviços, Lda.",5002064601,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ELECTROGESTÂO - Prestação de Serviços (SU) Lda.,5001156420,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"ELENGEAFRIKA-PRESTAÇÃO DE SERVIÇOS,(SU),LDA",5000503053,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"ELITETRADE SOLUTIONS-COMÉRCIO E SERVIÇOS, LDA.",5001986147,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"EMA BUSINESS CENTER - COMÉRCIO E SERVIÇOS, LDA",5002514052,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ENIGMA SYNERGY SERVICES LDA,5417590762,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"ESG-EXECUTIVE SECURITY GLOBAL- COMERCIO E SERVIÇO, LDA",5000899070,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"ESPAES - EMPRESA DE SERVIÇOS PARTILHADOS E ESPECIALIZADOS, S.A.",5001002643,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
F&N HOLDINGS LDA,5480027743,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
FALAP Engenharia e Serviços,5002669404,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"FANDAPI - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS, (SU), LDA",5002598973,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"FAYOL EMPREENDIMENTOS, SARL",5402139040,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
FEERIE BUREAU - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS LDA,5000740306,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
FIBRASOL SOLUÇÕES EM ENERGIA E TELECOMUNICAÇÕES LDA,5417196770,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"FINDANA ANGOLA INVESTMENT, LDA",5002266873,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
FINE EVOLUTION LDA,5417168025,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"FOCUSS GROUP, LDA",5000619809,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
FPRC SU LDA,5417325830,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"FS-KINDU-COMÉRCIO GERAL E PRESTAÇÃO DE SERVIÇOS (SU), LDA",5000393670,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
FUELPRISE- Petróleo Energia e Logística LDA,5002812754,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Faublania prestação de serviços comércio geral lda,5002004909,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Felican-Agência de Navegação & Transitário,Lda",5112158077,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"FÉNIXX PETRÓLEO E GÁS, LDA",5000910368,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Fénixx-Petróleo & Gás, Lda",5480009621,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
GEODE-PRESTAÇÃO DE SERVIÇOS LDA,5000155284,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GLAMX GROUP, LDA",5417298484,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GLOBAL AFM, S.A.",5417195774,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GLOBAL MARITIME DUTIES - SHIPPING & LOGISTICS, LDA",5002459124,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GMA - Grupo Mieres Angola, Lda.",5417202118,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
GONESANDRO SU (LDA),5484083575,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GRAFITE ENERGIAS E SERVIÇOS, LDA",5001833413,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GUILHERME GDN-SERVIÇOS, (SU), LDA",5001613049,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"GUIOMAR DA SILVA - COMERCIO GERAL, LDA",5484052513,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Geonetworks Prestação de Serviço,5000266787,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Ginux service,5000852600,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Grande Distribuiçõe moderna -comércio geral, lda",5417563919,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Growfast Angola, Limitada",5417347124,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Grupo Ana Vany, LDA",5401157487,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Grupo Anavany,54015748,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"H.S.O.G SERVICES, LDA",5000696587,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
HACHI - COMERCIO GERAL E PRESTACAO DE SERVIÇOS,5001637525,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
HELAIR Lda,5417173223,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
HFCV- COMERCIO GERAL EPRESTAÇÃO DE SERVIÇO LIMITADA,5171171092,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Horus Excellence - Empreendimentos - Prestação de Serviços, LDA",5000180572,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"INCOMING-COMERCIO GERAL, LOGISTICA E PRESTAÇÃO DE SERVIÇOS LDA",5002150670,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"INTEROIL - LOGÍSTICA E INDÚSTRIA,LDA",5417161624,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
INVIKTA SERVICES,50007861,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
IPVX COMÉRCIO E PRESTACÃO DE SERVIÇOS LDA,05417587893,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Interdigitos - Tecnologias de Informação, LDA",5417327018,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"J PAB-ENGENHARIA E CONSULTORIA,LDA",5001182331,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
JAAFC-COMERCIO E PRESTAÇÃO DE SERVIÇOS LIMITADA,5000097144,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"JIMA COMERCIO E PRESTAÇÃO DE SERVIÇOS., (SU) LDA",5000655767,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"JOAQUIM ANIBAL E FILHOS, LDA",5001285955,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"JORHEL-SERVIÇOS, LDA",5001926063,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"JOSANA KISANA - COMERCIO E PRESTACAO DE SERVICOS, LDA",0123456789,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
JTA-KINKANDI,5000430102,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Joy Stanley Cartering e Prestação de Serviços, Lda",5001982524,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"K.N.R.F TRADING- CONSTRUCOES, LDA",5001716824,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
KIANDA GEOSOLUTION,5002589974,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Kaeso, Lda",5417055336,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Kallo Oumar - Comércio Geral e Prestação de Serviços, Lda",5000190373,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Kixikinu - Tecnologias e Inovações(SU), LDA",5417405132,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Kumoxi Com - Prestação de Serviços (SU) Limitada,5000053643,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"LADMIRA C.CIVIL, COMERCIO INDUSTRIA E PRESTAÇÃO DE SERVIÇOS- LDA",5417136204,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"LAURA-P BUSINESS CORPORATION, LDA",5002122189,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"LAVA & LIMPA - PRESTAÇÃO DE SERVIÇOS, LDA",5000033286,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"LEGRIFIL-PRESTAÇÃO DE SERVIÇOS, LDA",5001682997,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"LINKFAIR  MARITIME OFFSHORE ANGOLA – PRESTAÇÃO DE SERVIÇOS, LDA",5002762099,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
LNMS-DESPACHANTE OFICIAL,000177344LA010,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"LUCAS ENERGY-COMERCIO E PRESTACÃO DE SERVIÇOS,LDA",5001969927,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Leanzon - Prestação de serviços, Lda",5000164747,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"M.B.(SU),LDA",5417328260,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"M2R - ENGENHARIA, LIMITADA",5417257494,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MABO MNB -PRESTAÇÃO DE SERVIÇOS, LDA",5417484857,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
MAGEPA - MANUTENÇÃO E GESTÃO PATRIMONIAL LDA,5417188565,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MAGNICONTA- PRESTAÇÃO DE SERVIÇOS, LIMITADA",5401112807,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MAIS GÁS (SU), LIMITADA",5403110003,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MANGOL OIL & ENERGY SERVICES, LDA",5002283913,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MANOD BUSINESS CASTING – PRESTAÇÃO DE SERVIÇOS, LDA",5001352199,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
MANQUEZ COMERCIO E SERVIÇO,5000817082,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MAROLIALTA ENERGY AND GÁS, S.A.",5001483790,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MEDIATES MERCANTIL SERVICES, LDA",5417425923,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MESTREMAR - CONSULTORIA E PRESTAÇÃO DE SERVIÇOS, (SU), LDA",5002530961,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MP & LG PRESTAÇÃO DE SERVIÇOS E COMÉRCIO GERAL, LDA",5000455369,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"MUNDI SHIPPING, S,A",5480028073,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Magnitude Ambiental- consultoria ambiental e Gestão de resíduos (SU), Lda",5000641600,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Moreira Transportes,5112162040,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
NAK ENERGY OIL & GAS LDA.,5417145076,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"NAK-ENERGY OIL&GAS,LDA",54171450,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
NAVILOG S.A,5417502642,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"NCV - EVENTOS E COMÉRCIO, LDA",5000440337,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"NEGU - PRESTAÇÃO DE SERVIÇOS E COMÉRCIO, LIMITADA",5002246082B,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"NEONET - PRESTAÇÃO DE SERVIÇO E TELECOMUNICAÇÃO, LDA",5000510289,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
NEPTEC - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS,5000079790,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"NILMIGUEL BUSINESS SOLUTIONS,LDA",5118003440,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"O.C.LINES - LOGISTICA E COMÉRCIO GERAL, LIMITADA",5000261572,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"OCINYI SERVICE,LDA",50014952,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"OCINYI SERVICES,LDA",5001490052,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
OPENMAR- COMÉRCIO E SERVIÇOS LDA,5001117289,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"ORCABESP-SERVICES & ENGINEERING, LDA",5001221922,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ORGANIZACOES LOIVANIO,5420005360,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ORGANIZAÇÕES BELA DE MARIA ISABEL BUANGA,000238553CA017,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ORGANIZAÇÕES ROSA & SILVA CG EP DE SERVIÇOS - LDA,5417082477,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Olicargo Transitario Angola, SA",5417220485,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Organizações MF,004638205CA042,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"P.M. NEVES COMÉRCIO GERAL (SU), LDA",5000638579,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PANGEA OFFSHORE - SERVIÇOS MARÍTIMOS E ENERGIA, LIMITADA",5000261580,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PAPYRUS, LDA",000305169LA032,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
PETROBUILD - COMERCIO E SERVIÇOS LDA,5001604864,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PGBS - PYXIS GLOBAL BUSINESS SOLUTIONS, LDA",5417235792,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PGMA - LOGISTICA & SERVIÇOS, LDA",5002236893,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PIONENE ENERGY AND SOLUTIONS - PRESTAÇÃO DE SERVIÇOS, LDA",5001606697,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PLENCARGO TRANSITARIO DESPACHANTE E LOGISTICA , LDA",5417037214,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PLUMA CONFORTO -COMÉRCIO GERAL E SERVIÇOS, (SU), LDA",5000887471,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PROLOG SOLUÇÕES - PRESTAÇÃO DE SERVIÇOS, (SU), LDA",NIF5001540670,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PVMT-PROVEST CAPITAL MANAGMENT, LDA",5000675695,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"PWM - PRESTAÇÃO DE SERVIÇOS, (SU), LDA",5001521012,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Pago Technical Group, LDA",5484011620,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Poliedro Logistics,5001955667,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
QUENHO SERVIÇOS LDA,5001411705,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
RESDCEF ENERGIA - COMÉRCIO E SERVIÇOS,5000802972,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"RESILIENCE - HEALTH, SAFETY & ENVIRONMENTAL SERVICES, LDA",5000820520,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
RIJIO SERVIÇOS E INDUSTRIA LDA,5417171883,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Reprocess- Global Solutions Angola (SU) SA,5000041254,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SAFE MOOR - PRESTAÇÃO DE SERVIÇOS, LDA.",5000674567,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
SELISNOVA,5417049077,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SHAL-SHORE ATLANTIK, LDA",5001070762,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SICO PARTNER- PRESTAÇÃO DE SERVIÇOS, LDA",5000436526,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SINFOCAS - SOLUTIONS, LDA",5001110420,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SISTEC - Sistec Tecnologias e Indústria, SA",5410002547,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SO OIL SERVICES,LDA",5417013609,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
SOFTEC,3.582-23/230130,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SOLANA MCIP - CONSULTORIA, PRESTAÇÃO DE SERVIÇOS E COMÉRCIO, LDA.",5000606626,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SOMOBEN, LIMITADA",5171166005,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
SONILS - SONANGOL INTEGRATED LOGISTIC SERVICES,5410002733,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"SPECTRUM CREST SERVICES, LDA",5001939688,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
STEEL FRIENDS,5000933600,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"STRATSIRIUS ANGOLA– PRESTAÇÃO DE SERVIÇOS, S.A.",5001218140,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Sonisap Investiment, LDA",5417388009,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TAMBADIA - COMERCIO E SERVICOS, (SU), LIMITADA",000085817CA013,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
TCHOTECH SOLUTIONS LDA,5002279789,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
TEL 4 - COMÉRCIO GERAL E PRESTAÇÃO DE SERVIÇOS,5001673351,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TELESAN, LDA",5101158534,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TLC Shipping, Lda",5417316822,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TOPENERGY-PRESTACAO DE SERVICOS COMERCIO E INDUSTRIA, (SU), LDA",5001780816,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
TRANSBRANDA OIL&GAS CORPORATION LDA,5001670778,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TRANSCÉNDE ANGOLA - LOGÍSTICA E SERVIÇOS, (SU),LDA.",5001497260,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TREVOTECH - REPRESENTAÇÕES COMÉRCIO & INDÚSTRIA, LDA",5402139407,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
TRIGEST SERVICE LDA,5001691406,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TRIPLE SEVEN PROCUREMENT-COMÉRCIO E SERVIÇOS, LDA",5000558915,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TRUSTORA - CORRECTORA DE SEGUROS, LDA",5000953571,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
TRÊS EM PONTO COMÉRCIO E PRESTAÇÃO DE SERVIÇO - LDA,5417531014,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"TWAYOVOCA – PRESTAÇÃO DE SERVIÇOS, (SU), LDA",500961515,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Transilima - Comércio e Serviços, Lda",5000493163,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Tw.Twins,Lda",5417137600,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ULTIKARY-COMERCIO E INDUSTRIA LDA,5417239330,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"VALFREM INDÚSTRIA, LDA",5002311615,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
VASTNESS CONSULTORIA E GESTAO LDA,5417156892,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"VFUTI - PRESTAÇÃO DE SERVIÇOS, (SU), LDA",5001313967,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
VIDEVE - PRESTACAO DE SERVICOS (SU) LTD,5000158917,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"VISÃO INTELECTUAL – COMÉRCIO E PRESTAÇÃO DE SERVIÇOS, LDA",5002251876,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Velasi Empreendimentos, Lda",5000538132,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Victory Oil & Energy, Limitada",5417259799,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Visao33 Prestacao de servico e comercio geral,5417576530,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Visão geral - Prestação de Serviço, LDA",5002093839,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"Vivaconex comércio geral e prestação de serviços,Lda",5002314827,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"W.I.S- WORK INTERNATIONAL SERVICE,LDA",5402135959,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"W.J Investments - Comércio Geral, Lda",5001376217,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"WELLSCOPE, LDA",5417302007,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"WINIKINA - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS, LDA",5001874462,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"WORKSTART Prestação de Serviços, Lda",5417258237,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
Y.C.P.M - PRESTAÇÃO DE SERVIÇOS E COMÉRCIO GERAL LDA,5000493392,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
kulikwata lumbamba,5417585211,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
marcdani limitada,5111043489,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
organizações DRD,000312489LA038,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
ÁGUA MENHA YETO LDA,5417228680,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCA
"ADNSI - Sistemas de Informação, Lda",5002068907,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
ANGOLA CABLES SA,5417062030,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"AREIS - INVESTIMENTOS - COMERCIO E SERVICOS (SU), LDA",5001177451,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
Atlantic Logistic Services Limitada,5000621650,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
BUREAU VERITAS ANGOLA,5401340968,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
CHINA PETROLEUM PIPELINE ENGINEERING CO - Sucursal em Angola,5417221236,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"CHINANGOL, LIMITADA",5403094229,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"China Bengbu International Technology & Economic Cooperation, LTD",5417116696,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"EES - Energy & Environment Services, Lda.",5000834165,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"ENERMECH ANGOLA - PRESTAÇÃO DE SERVIÇOS PETROLÍFEROS, LDA",5417368318,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"FASTEST - COMERCIO E SERVICOS, LDA",5002699338,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"Fams Transitários, LDA",5417389102,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
Gemilenio Lda,5000233641,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"Gestdoc, Gestão de Arquivos, LDA",5417216798,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"HR-EMPLOY SERVICES, LDA",5000407607,—,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"ITGest, Lda",5417139211,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
"LOGISTON - LOGÍSTICA E PRESTAÇÃO DE SERVIÇOS, LDA",5000187275,Exclusividade,18. Serviços Logísticos,Armazenamento e Gestão de Arquivos,SCDA
